Timestamp;Value;Medicion;Axis
2024-10-17 06:50:00+00:00;0.138891;acceleration;x
2024-10-17 06:50:00+00:00;0.115835;acceleration;y
2024-10-17 06:50:00+00:00;0.171012;acceleration;z
2024-10-17 07:00:00+00:00;0.11104;acceleration;x
2024-10-17 07:00:00+00:00;0.103008;acceleration;y
2024-10-17 07:00:00+00:00;0.207625;acceleration;z
2024-10-17 07:10:00+00:00;0.133711;acceleration;x
2024-10-17 07:10:00+00:00;0.137111;acceleration;y
2024-10-17 07:10:00+00:00;0.194425;acceleration;z
2024-10-17 07:20:00+00:00;0.118576;acceleration;x
2024-10-17 07:20:00+00:00;0.107701;acceleration;y
2024-10-17 07:20:00+00:00;0.236634;acceleration;z
2024-10-17 07:30:00+00:00;0.136619;acceleration;x
2024-10-17 07:30:00+00:00;0.130912;acceleration;y
2024-10-17 07:30:00+00:00;0.187671;acceleration;z
2024-10-17 07:40:00+00:00;0.149617;acceleration;x
2024-10-17 07:40:00+00:00;0.126434;acceleration;y
2024-10-17 07:40:00+00:00;0.175923;acceleration;z
2024-10-17 07:50:00+00:00;0.103626;acceleration;x
2024-10-17 07:50:00+00:00;0.11281;acceleration;y
2024-10-17 07:50:00+00:00;0.187223;acceleration;z
2024-10-17 08:00:00+00:00;0.117483;acceleration;x
2024-10-17 08:00:00+00:00;0.133442;acceleration;y
2024-10-17 08:00:00+00:00;0.202231;acceleration;z
2024-10-17 08:10:00+00:00;0.111866;acceleration;x
2024-10-17 08:10:00+00:00;0.1223;acceleration;y
2024-10-17 08:10:00+00:00;0.226639;acceleration;z
2024-10-17 08:20:00+00:00;0.119876;acceleration;x
2024-10-17 08:20:00+00:00;0.130089;acceleration;y
2024-10-17 08:20:00+00:00;0.226851;acceleration;z
2024-10-17 08:30:00+00:00;0.124551;acceleration;x
2024-10-17 08:30:00+00:00;0.140902;acceleration;y
2024-10-17 08:30:00+00:00;0.223969;acceleration;z
2024-10-17 08:40:00+00:00;0.147159;acceleration;x
2024-10-17 08:40:00+00:00;0.118867;acceleration;y
2024-10-17 08:40:00+00:00;0.197746;acceleration;z
2024-10-17 08:50:00+00:00;0.126132;acceleration;x
2024-10-17 08:50:00+00:00;0.121187;acceleration;y
2024-10-17 08:50:00+00:00;0.196395;acceleration;z
2024-10-17 09:00:00+00:00;0.141836;acceleration;x
2024-10-17 09:00:00+00:00;0.110216;acceleration;y
2024-10-17 09:00:00+00:00;0.182304;acceleration;z
2024-10-17 09:10:00+00:00;0.137156;acceleration;x
2024-10-17 09:10:00+00:00;0.114756;acceleration;y
2024-10-17 09:10:00+00:00;0.244695;acceleration;z
2024-10-17 09:20:00+00:00;0.114947;acceleration;x
2024-10-17 09:20:00+00:00;0.12046;acceleration;y
2024-10-17 09:20:00+00:00;0.162372;acceleration;z
2024-10-17 09:30:00+00:00;0.105069;acceleration;x
2024-10-17 09:30:00+00:00;0.125339;acceleration;y
2024-10-17 09:30:00+00:00;0.219793;acceleration;z
2024-10-17 09:40:00+00:00;0.124278;acceleration;x
2024-10-17 09:40:00+00:00;0.137674;acceleration;y
2024-10-17 09:40:00+00:00;0.236189;acceleration;z
2024-10-17 09:50:00+00:00;0.139204;acceleration;x
2024-10-17 09:50:00+00:00;0.116214;acceleration;y
2024-10-17 09:50:00+00:00;0.153342;acceleration;z
2024-10-17 10:00:00+00:00;0.11869;acceleration;x
2024-10-17 10:00:00+00:00;0.147945;acceleration;y
2024-10-17 10:00:00+00:00;0.190649;acceleration;z
2024-10-17 10:10:00+00:00;0.136578;acceleration;x
2024-10-17 10:10:00+00:00;0.139462;acceleration;y
2024-10-17 10:10:00+00:00;0.196713;acceleration;z
2024-10-17 10:20:00+00:00;0.148804;acceleration;x
2024-10-17 10:20:00+00:00;0.134192;acceleration;y
2024-10-17 10:20:00+00:00;0.193684;acceleration;z
2024-10-17 10:30:00+00:00;0.120472;acceleration;x
2024-10-17 10:30:00+00:00;0.110443;acceleration;y
2024-10-17 10:30:00+00:00;0.20176;acceleration;z
2024-10-17 10:40:00+00:00;0.139349;acceleration;x
2024-10-17 10:40:00+00:00;0.10668;acceleration;y
2024-10-17 10:40:00+00:00;0.158294;acceleration;z
2024-10-17 10:50:00+00:00;0.143696;acceleration;x
2024-10-17 10:50:00+00:00;0.101296;acceleration;y
2024-10-17 10:50:00+00:00;0.194636;acceleration;z
2024-10-17 11:00:00+00:00;0.126285;acceleration;x
2024-10-17 11:00:00+00:00;0.105598;acceleration;y
2024-10-17 11:00:00+00:00;0.203709;acceleration;z
2024-10-17 11:10:00+00:00;0.108332;acceleration;x
2024-10-17 11:10:00+00:00;0.142743;acceleration;y
2024-10-17 11:10:00+00:00;0.253771;acceleration;z
2024-10-17 11:20:00+00:00;0.120113;acceleration;x
2024-10-17 11:20:00+00:00;0.112771;acceleration;y
2024-10-17 11:20:00+00:00;0.187622;acceleration;z
2024-10-17 11:30:00+00:00;0.106549;acceleration;x
2024-10-17 11:30:00+00:00;0.101774;acceleration;y
2024-10-17 11:30:00+00:00;0.17876;acceleration;z
2024-10-17 11:40:00+00:00;0.109736;acceleration;x
2024-10-17 11:40:00+00:00;0.139122;acceleration;y
2024-10-17 11:40:00+00:00;0.205118;acceleration;z
2024-10-17 11:50:00+00:00;0.102286;acceleration;x
2024-10-17 11:50:00+00:00;0.104187;acceleration;y
2024-10-17 11:50:00+00:00;0.204475;acceleration;z
2024-10-17 12:00:00+00:00;0.138445;acceleration;x
2024-10-17 12:00:00+00:00;0.114192;acceleration;y
2024-10-17 12:00:00+00:00;0.22178;acceleration;z
2024-10-17 12:10:00+00:00;0.107901;acceleration;x
2024-10-17 12:10:00+00:00;0.111626;acceleration;y
2024-10-17 12:10:00+00:00;0.163329;acceleration;z
2024-10-17 12:20:00+00:00;0.145616;acceleration;x
2024-10-17 12:20:00+00:00;0.126873;acceleration;y
2024-10-17 12:20:00+00:00;0.230872;acceleration;z
2024-10-17 12:30:00+00:00;0.12979;acceleration;x
2024-10-17 12:30:00+00:00;0.120423;acceleration;y
2024-10-17 12:30:00+00:00;0.211851;acceleration;z
2024-10-17 12:40:00+00:00;0.115974;acceleration;x
2024-10-17 12:40:00+00:00;0.115323;acceleration;y
2024-10-17 12:40:00+00:00;0.184778;acceleration;z
2024-10-17 12:50:00+00:00;0.14788;acceleration;x
2024-10-17 12:50:00+00:00;0.109442;acceleration;y
2024-10-17 12:50:00+00:00;0.222014;acceleration;z
2024-10-17 13:00:00+00:00;0.103053;acceleration;x
2024-10-17 13:00:00+00:00;0.120556;acceleration;y
2024-10-17 13:00:00+00:00;0.149858;acceleration;z
2024-10-17 13:10:00+00:00;0.148267;acceleration;x
2024-10-17 13:10:00+00:00;0.109983;acceleration;y
2024-10-17 13:10:00+00:00;0.233767;acceleration;z
2024-10-17 13:20:00+00:00;0.122816;acceleration;x
2024-10-17 13:20:00+00:00;0.126067;acceleration;y
2024-10-17 13:20:00+00:00;0.173214;acceleration;z
2024-10-17 13:30:00+00:00;0.119285;acceleration;x
2024-10-17 13:30:00+00:00;0.104006;acceleration;y
2024-10-17 13:30:00+00:00;0.20017;acceleration;z
2024-10-17 13:40:00+00:00;0.137646;acceleration;x
2024-10-17 13:40:00+00:00;0.149469;acceleration;y
2024-10-17 13:40:00+00:00;0.265936;acceleration;z
2024-10-17 13:50:00+00:00;0.110852;acceleration;x
2024-10-17 13:50:00+00:00;0.132396;acceleration;y
2024-10-17 13:50:00+00:00;0.159797;acceleration;z
2024-10-17 14:00:00+00:00;0.131028;acceleration;x
2024-10-17 14:00:00+00:00;0.137874;acceleration;y
2024-10-17 14:00:00+00:00;0.182774;acceleration;z
2024-10-17 14:10:00+00:00;0.129123;acceleration;x
2024-10-17 14:10:00+00:00;0.121055;acceleration;y
2024-10-17 14:10:00+00:00;0.233409;acceleration;z
2024-10-17 14:20:00+00:00;0.10184;acceleration;x
2024-10-17 14:20:00+00:00;0.135249;acceleration;y
2024-10-17 14:20:00+00:00;0.218022;acceleration;z
2024-10-17 14:30:00+00:00;0.101758;acceleration;x
2024-10-17 14:30:00+00:00;0.128247;acceleration;y
2024-10-17 14:30:00+00:00;0.241273;acceleration;z
2024-10-17 14:40:00+00:00;0.14617;acceleration;x
2024-10-17 14:40:00+00:00;0.128999;acceleration;y
2024-10-17 14:40:00+00:00;0.208791;acceleration;z
2024-10-17 14:50:00+00:00;0.105769;acceleration;x
2024-10-17 14:50:00+00:00;0.1115;acceleration;y
2024-10-17 14:50:00+00:00;0.172639;acceleration;z
2024-10-17 15:00:00+00:00;0.134483;acceleration;x
2024-10-17 15:00:00+00:00;0.145389;acceleration;y
2024-10-17 15:00:00+00:00;0.154807;acceleration;z
2024-10-17 15:10:00+00:00;0.148076;acceleration;x
2024-10-17 15:10:00+00:00;0.127813;acceleration;y
2024-10-17 15:10:00+00:00;0.260362;acceleration;z
2024-10-17 15:20:00+00:00;0.124225;acceleration;x
2024-10-17 15:20:00+00:00;0.147254;acceleration;y
2024-10-17 15:20:00+00:00;0.208945;acceleration;z
2024-10-17 15:30:00+00:00;0.101148;acceleration;x
2024-10-17 15:30:00+00:00;0.132546;acceleration;y
2024-10-17 15:30:00+00:00;0.158569;acceleration;z
2024-10-17 15:40:00+00:00;0.139812;acceleration;x
2024-10-17 15:40:00+00:00;0.117339;acceleration;y
2024-10-17 15:40:00+00:00;0.188548;acceleration;z
2024-10-17 15:50:00+00:00;0.110519;acceleration;x
2024-10-17 15:50:00+00:00;0.118396;acceleration;y
2024-10-17 15:50:00+00:00;0.183694;acceleration;z
2024-10-17 16:00:00+00:00;0.14107;acceleration;x
2024-10-17 16:00:00+00:00;0.104696;acceleration;y
2024-10-17 16:00:00+00:00;0.193299;acceleration;z
2024-10-17 16:10:00+00:00;0.102963;acceleration;x
2024-10-17 16:10:00+00:00;0.10924;acceleration;y
2024-10-17 16:10:00+00:00;0.172416;acceleration;z
2024-10-17 16:20:00+00:00;0.130755;acceleration;x
2024-10-17 16:20:00+00:00;0.119053;acceleration;y
2024-10-17 16:20:00+00:00;0.183182;acceleration;z
2024-10-17 16:30:00+00:00;0.10577;acceleration;x
2024-10-17 16:30:00+00:00;0.123352;acceleration;y
2024-10-17 16:30:00+00:00;0.158833;acceleration;z
2024-10-17 16:40:00+00:00;0.148166;acceleration;x
2024-10-17 16:40:00+00:00;0.130121;acceleration;y
2024-10-17 16:40:00+00:00;0.180811;acceleration;z
2024-10-17 16:50:00+00:00;0.131427;acceleration;x
2024-10-17 16:50:00+00:00;0.149391;acceleration;y
2024-10-17 16:50:00+00:00;0.260456;acceleration;z
2024-10-17 17:00:00+00:00;0.112862;acceleration;x
2024-10-17 17:00:00+00:00;0.109099;acceleration;y
2024-10-17 17:00:00+00:00;0.212105;acceleration;z
2024-10-17 17:10:00+00:00;0.126144;acceleration;x
2024-10-17 17:10:00+00:00;0.135998;acceleration;y
2024-10-17 17:10:00+00:00;0.217702;acceleration;z
2024-10-17 17:20:00+00:00;0.110629;acceleration;x
2024-10-17 17:20:00+00:00;0.134077;acceleration;y
2024-10-17 17:20:00+00:00;0.176852;acceleration;z
2024-10-17 17:30:00+00:00;0.137096;acceleration;x
2024-10-17 17:30:00+00:00;0.135643;acceleration;y
2024-10-17 17:30:00+00:00;0.18834;acceleration;z
2024-10-17 17:40:00+00:00;0.144579;acceleration;x
2024-10-17 17:40:00+00:00;0.146693;acceleration;y
2024-10-17 17:40:00+00:00;0.208452;acceleration;z
2024-10-17 17:50:00+00:00;0.103168;acceleration;x
2024-10-17 17:50:00+00:00;0.111671;acceleration;y
2024-10-17 17:50:00+00:00;0.229856;acceleration;z
2024-10-17 18:00:00+00:00;0.106296;acceleration;x
2024-10-17 18:00:00+00:00;0.147479;acceleration;y
2024-10-17 18:00:00+00:00;0.218922;acceleration;z
2024-10-17 18:10:00+00:00;0.149302;acceleration;x
2024-10-17 18:10:00+00:00;0.139146;acceleration;y
2024-10-17 18:10:00+00:00;0.247361;acceleration;z
2024-10-17 18:20:00+00:00;0.139648;acceleration;x
2024-10-17 18:20:00+00:00;0.135517;acceleration;y
2024-10-17 18:20:00+00:00;0.19054;acceleration;z
2024-10-17 18:30:00+00:00;0.102039;acceleration;x
2024-10-17 18:30:00+00:00;0.130182;acceleration;y
2024-10-17 18:30:00+00:00;0.263511;acceleration;z
2024-10-17 18:40:00+00:00;0.119299;acceleration;x
2024-10-17 18:40:00+00:00;0.142364;acceleration;y
2024-10-17 18:40:00+00:00;0.146708;acceleration;z
2024-10-17 18:50:00+00:00;0.108981;acceleration;x
2024-10-17 18:50:00+00:00;0.140507;acceleration;y
2024-10-17 18:50:00+00:00;0.212441;acceleration;z
2024-10-17 19:00:00+00:00;0.12832;acceleration;x
2024-10-17 19:00:00+00:00;0.1213;acceleration;y
2024-10-17 19:00:00+00:00;0.192883;acceleration;z
2024-10-17 19:10:00+00:00;0.127923;acceleration;x
2024-10-17 19:10:00+00:00;0.109574;acceleration;y
2024-10-17 19:10:00+00:00;0.241852;acceleration;z
2024-10-17 19:20:00+00:00;0.10155;acceleration;x
2024-10-17 19:20:00+00:00;0.141203;acceleration;y
2024-10-17 19:20:00+00:00;0.188037;acceleration;z
2024-10-17 19:30:00+00:00;0.116496;acceleration;x
2024-10-17 19:30:00+00:00;0.100922;acceleration;y
2024-10-17 19:30:00+00:00;0.191805;acceleration;z
2024-10-17 19:40:00+00:00;0.129081;acceleration;x
2024-10-17 19:40:00+00:00;0.141166;acceleration;y
2024-10-17 19:40:00+00:00;0.213708;acceleration;z
2024-10-17 19:50:00+00:00;0.127465;acceleration;x
2024-10-17 19:50:00+00:00;0.142533;acceleration;y
2024-10-17 19:50:00+00:00;0.201305;acceleration;z
2024-10-17 20:00:00+00:00;0.117249;acceleration;x
2024-10-17 20:00:00+00:00;0.123147;acceleration;y
2024-10-17 20:00:00+00:00;0.23674;acceleration;z
2024-10-17 20:10:00+00:00;0.135769;acceleration;x
2024-10-17 20:10:00+00:00;0.125795;acceleration;y
2024-10-17 20:10:00+00:00;0.224191;acceleration;z
2024-10-17 20:20:00+00:00;0.102965;acceleration;x
2024-10-17 20:20:00+00:00;0.124347;acceleration;y
2024-10-17 20:20:00+00:00;0.24575;acceleration;z
2024-10-17 20:30:00+00:00;0.115918;acceleration;x
2024-10-17 20:30:00+00:00;0.144186;acceleration;y
2024-10-17 20:30:00+00:00;0.220101;acceleration;z
2024-10-17 20:40:00+00:00;0.141611;acceleration;x
2024-10-17 20:40:00+00:00;0.143294;acceleration;y
2024-10-17 20:40:00+00:00;0.247653;acceleration;z
2024-10-17 20:50:00+00:00;0.138328;acceleration;x
2024-10-17 20:50:00+00:00;0.108238;acceleration;y
2024-10-17 20:50:00+00:00;0.212465;acceleration;z
2024-10-17 21:00:00+00:00;0.133211;acceleration;x
2024-10-17 21:00:00+00:00;0.115842;acceleration;y
2024-10-17 21:00:00+00:00;0.238202;acceleration;z
2024-10-17 21:10:00+00:00;0.136894;acceleration;x
2024-10-17 21:10:00+00:00;0.120115;acceleration;y
2024-10-17 21:10:00+00:00;0.193826;acceleration;z
2024-10-17 21:20:00+00:00;0.138764;acceleration;x
2024-10-17 21:20:00+00:00;0.129367;acceleration;y
2024-10-17 21:20:00+00:00;0.221241;acceleration;z
2024-10-17 21:30:00+00:00;0.100738;acceleration;x
2024-10-17 21:30:00+00:00;0.142597;acceleration;y
2024-10-17 21:30:00+00:00;0.229857;acceleration;z
2024-10-17 21:40:00+00:00;0.114442;acceleration;x
2024-10-17 21:40:00+00:00;0.141044;acceleration;y
2024-10-17 21:40:00+00:00;0.231184;acceleration;z
2024-10-17 21:50:00+00:00;0.138027;acceleration;x
2024-10-17 21:50:00+00:00;0.105493;acceleration;y
2024-10-17 21:50:00+00:00;0.235599;acceleration;z
2024-10-17 22:00:00+00:00;0.108418;acceleration;x
2024-10-17 22:00:00+00:00;0.139726;acceleration;y
2024-10-17 22:00:00+00:00;0.21026;acceleration;z
2024-10-17 22:10:00+00:00;0.121436;acceleration;x
2024-10-17 22:10:00+00:00;0.124493;acceleration;y
2024-10-17 22:10:00+00:00;0.233415;acceleration;z
2024-10-17 22:20:00+00:00;0.120897;acceleration;x
2024-10-17 22:20:00+00:00;0.130384;acceleration;y
2024-10-17 22:20:00+00:00;0.201978;acceleration;z
2024-10-17 22:30:00+00:00;0.128641;acceleration;x
2024-10-17 22:30:00+00:00;0.102208;acceleration;y
2024-10-17 22:30:00+00:00;0.210664;acceleration;z
2024-10-17 22:40:00+00:00;0.129099;acceleration;x
2024-10-17 22:40:00+00:00;0.145628;acceleration;y
2024-10-17 22:40:00+00:00;0.233644;acceleration;z
2024-10-17 22:50:00+00:00;0.143474;acceleration;x
2024-10-17 22:50:00+00:00;0.112908;acceleration;y
2024-10-17 22:50:00+00:00;0.235555;acceleration;z
2024-10-17 23:00:00+00:00;0.102569;acceleration;x
2024-10-17 23:00:00+00:00;0.116081;acceleration;y
2024-10-17 23:00:00+00:00;0.216125;acceleration;z
2024-10-17 23:10:00+00:00;0.10594;acceleration;x
2024-10-17 23:10:00+00:00;0.108261;acceleration;y
2024-10-17 23:10:00+00:00;0.256614;acceleration;z
2024-10-17 23:20:00+00:00;0.115335;acceleration;x
2024-10-17 23:20:00+00:00;0.143264;acceleration;y
2024-10-17 23:20:00+00:00;0.261461;acceleration;z
2024-10-17 23:30:00+00:00;0.137211;acceleration;x
2024-10-17 23:30:00+00:00;0.147162;acceleration;y
2024-10-17 23:30:00+00:00;0.204561;acceleration;z
2024-10-17 23:40:00+00:00;0.149596;acceleration;x
2024-10-17 23:40:00+00:00;0.110172;acceleration;y
2024-10-17 23:40:00+00:00;0.155676;acceleration;z
2024-10-17 23:50:00+00:00;0.138884;acceleration;x
2024-10-17 23:50:00+00:00;0.10062;acceleration;y
2024-10-17 23:50:00+00:00;0.16737;acceleration;z
2024-10-18 00:00:00+00:00;0.102639;acceleration;x
2024-10-18 00:00:00+00:00;0.118091;acceleration;y
2024-10-18 00:00:00+00:00;0.169012;acceleration;z
2024-10-18 00:10:00+00:00;0.100589;acceleration;x
2024-10-18 00:10:00+00:00;0.109049;acceleration;y
2024-10-18 00:10:00+00:00;0.170577;acceleration;z
2024-10-18 00:20:00+00:00;0.148908;acceleration;x
2024-10-18 00:20:00+00:00;0.125199;acceleration;y
2024-10-18 00:20:00+00:00;0.152423;acceleration;z
2024-10-18 00:30:00+00:00;0.136742;acceleration;x
2024-10-18 00:30:00+00:00;0.139209;acceleration;y
2024-10-18 00:30:00+00:00;0.153996;acceleration;z
2024-10-18 00:40:00+00:00;0.112897;acceleration;x
2024-10-18 00:40:00+00:00;0.128432;acceleration;y
2024-10-18 00:40:00+00:00;0.178161;acceleration;z
2024-10-18 00:50:00+00:00;0.103638;acceleration;x
2024-10-18 00:50:00+00:00;0.118212;acceleration;y
2024-10-18 00:50:00+00:00;0.252792;acceleration;z
2024-10-18 01:00:00+00:00;0.148421;acceleration;x
2024-10-18 01:00:00+00:00;0.12914;acceleration;y
2024-10-18 01:00:00+00:00;0.193758;acceleration;z
2024-10-18 01:10:00+00:00;0.121069;acceleration;x
2024-10-18 01:10:00+00:00;0.115306;acceleration;y
2024-10-18 01:10:00+00:00;0.199509;acceleration;z
2024-10-18 01:20:00+00:00;0.132724;acceleration;x
2024-10-18 01:20:00+00:00;0.114779;acceleration;y
2024-10-18 01:20:00+00:00;0.253041;acceleration;z
2024-10-18 01:30:00+00:00;0.135866;acceleration;x
2024-10-18 01:30:00+00:00;0.119837;acceleration;y
2024-10-18 01:30:00+00:00;0.209113;acceleration;z
2024-10-18 01:40:00+00:00;0.140791;acceleration;x
2024-10-18 01:40:00+00:00;0.122212;acceleration;y
2024-10-18 01:40:00+00:00;0.239534;acceleration;z
2024-10-18 01:50:00+00:00;0.108839;acceleration;x
2024-10-18 01:50:00+00:00;0.138781;acceleration;y
2024-10-18 01:50:00+00:00;0.224388;acceleration;z
2024-10-18 02:00:00+00:00;0.108709;acceleration;x
2024-10-18 02:00:00+00:00;0.115491;acceleration;y
2024-10-18 02:00:00+00:00;0.168703;acceleration;z
2024-10-18 02:10:00+00:00;0.142845;acceleration;x
2024-10-18 02:10:00+00:00;0.108948;acceleration;y
2024-10-18 02:10:00+00:00;0.260769;acceleration;z
2024-10-18 02:20:00+00:00;0.111731;acceleration;x
2024-10-18 02:20:00+00:00;0.124331;acceleration;y
2024-10-18 02:20:00+00:00;0.21988;acceleration;z
2024-10-18 02:30:00+00:00;0.109222;acceleration;x
2024-10-18 02:30:00+00:00;0.10248;acceleration;y
2024-10-18 02:30:00+00:00;0.189705;acceleration;z
2024-10-18 02:40:00+00:00;0.110379;acceleration;x
